"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",1,0.137414291821134,-0.0638497373719843,0.222884489010319,-0.0514579759862781,0.264705035521474,0.289400181300848,0.235275882437576,0.054694142704214,0.0384222289692377,0.274721127897377,0.335075466941072,0.398590862776355,0.271635124135417,0.117570670559794,0.297372371254138,0.175576592447951,0.0641087829047184,0.104884889414848,0.127475976030001,3.28106682448426e-16,0.231158012598003,-0.0337536968544215,0.0561929579790091,0.0848995972139562,-0.119368086913346,0.0133361301283262,0.243187981656322,-6.0250808790914e-16,-0.0643002718921582,0.152471396075152,0.0848995972139562,0.154143863252848,0.0199705097983153,-0.0719449285292264
"2",0.137414291821134,1,0.0175956641952977,0.382946019404907,0.0207244950809487,0.226903846239749,0.299050315909948,0.252712778850011,0.111212846744761,0.120317007915659,0.329898379621553,0.404055789411751,0.0947006597914528,0.238004032117843,0.181005809491027,0.3564788137042,0.227870292368781,0.0961843959608684,0.224917329051688,0.178777227649269,0.133971953323656,0.137682502145479,-0.0530827282009779,-0.109350931427006,0.0701897077911088,-0.0651729510286149,0.00298392963649793,0.215265154311927,0.0546696644083585,-0.0423539539809737,0.143908752362325,0.0701897077911089,-0.0341729326227079,0.0911298949512816,-0.0826733117539207
"3",-0.0638497373719843,0.0175956641952978,1,0.0824138676581885,0.00938671453503292,0.0404205825400204,0.023807696048789,0.124966785606832,-0.0841812782086461,0.114408299978426,-0.00133992771204647,0.0101509791492957,-0.070287475806354,0.0831124097977912,0.0210261488190926,0.0131238451066799,-0.0251802516538049,0.133779744712135,0.0179237800225079,0.0581338740075648,-0.0538230917476526,-0.0525843853624155,0.0495744000362543,-0.0200989156806891,-0.0831286049121081,0.0347466187877367,0.0725838643239994,-0.0800309253664842,-0.0144331442250429,-0.0609023625612902,-0.0989922444942768,-0.0831286049121077,0.0388332869846696,0.0203575141774335,0.121202569514631
"4",0.222884489010319,0.382946019404907,0.0824138676581885,1,0.255674991345596,0.166968622989452,0.284771196303205,0.213506083850009,0.0442265117113784,0.0315063846280947,0.23209888430263,0.286606494540375,0.291776043061022,0.382109554168278,0.0714136517673141,0.381938874883174,0.27871797336494,0.162934595187429,0.353934310915666,0.212477681523088,0.188028899919414,0.22746061694472,-0.0192209508561751,-0.0864682117990196,0.0773533515002696,-0.0643292779677754,0.14769919979764,0.143062478608551,-0.00544678144693334,0.00675980583100115,0.170219828340632,0.0773533515002697,0.0952569138455294,-0.0448820951227033,0.0943922162182674
"5",-0.0514579759862781,0.0207244950809487,0.00938671453503291,0.255674991345596,1,-0.0643513693031167,-0.0140149773334374,0.00244154217623892,-0.048599099678804,-0.0219296684211211,-0.0388756313062327,-0.0412167895045851,0.325329699989423,0.211944876402651,0.00813381997583515,-0.0373299157462971,-0.0192713785252191,-0.0206586892279849,0.700625197705475,0.11789051834295,-0.0267699729734786,-0.0345428577316258,-0.0267084087138179,-0.038875631306233,-0.0462542616896797,0.188971517761053,0.0779618424797437,-0.0824656912985526,0.0155093384250339,-0.0423457886372523,0.021630764095687,-0.0462542616896795,-0.00278192370103542,-0.0863504747568638,0.025384342707482
"6",0.264705035521474,0.226903846239749,0.0404205825400204,0.166968622989452,-0.0643513693031167,1,0.626235108355583,0.28377534117718,0.341290126618526,0.100043079867796,0.4283957729434,0.548295312130382,0.136595773764516,0.536008893365732,0.253095328403959,0.511629351001938,0.355004054785576,0.125138829354889,0.14892921130047,0.263758130623621,0.148193331798376,0.232297370048684,0.238382334981007,-0.0153830908673913,0.208778870425851,-0.126712548061235,-0.0743165039928926,0.00689804441218187,-0.0318010598351084,-0.0555309851970605,0.223204519716211,0.20877887042585,0.0255187184654904,-0.0637405125957049,0.000268571837795529
"7",0.289400181300848,0.299050315909948,0.0238076960487891,0.284771196303205,-0.0140149773334374,0.626235108355583,1,0.310326432570761,0.165589138983305,0.158570586851829,0.578173258804795,0.731375619122709,0.251442498782874,0.627718722037937,0.481408366687141,0.730604516383623,0.5432258724153,0.201518058586676,0.264501944367108,0.447117396115798,0.330582853580886,0.338172631185528,0.145283498410857,-0.0145757964404568,0.236539478611234,-0.0696660444217538,-0.0239263841632129,0.0964827815579649,0.037382004575023,0.0736109726464153,0.25832199608347,0.236539478611234,0.0938734034536737,0.023310525597088,0.0531857693919115
"8",0.235275882437576,0.252712778850011,0.124966785606832,0.213506083850009,0.00244154217623892,0.28377534117718,0.310326432570761,1,0.155218794243398,0.123054601830825,0.302169820819663,0.312691910713098,0.174797508883309,0.264184294509805,0.122725046951199,0.328387629306654,0.309034546318005,0.115748070250774,0.262095936520571,0.159570792805007,0.093838104167717,0.323770172006516,0.12071471175117,0.003554939068466,0.0755298170633166,-0.142797385813584,0.108624384780657,0.235224182956836,-0.0127641085473377,-0.0454110932329211,0.0626367071022566,0.0755298170633168,-0.103027922937719,-0.0274788580303053,-0.0348186467664025
"9",0.054694142704214,0.111212846744761,-0.0841812782086461,0.0442265117113784,-0.048599099678804,0.341290126618526,0.165589138983305,0.155218794243398,1,0.156937188179898,0.204019971593877,0.219094248123926,-0.0409136678103037,0.165829295163917,0.170205365541034,0.195908030153076,0.119059448690363,0.0289593119485495,0.0377592387313169,0.115146858527227,-0.0207473607863874,0.162541431551414,0.0623898026477779,0.13170909558592,0.00658435304240168,0.0480604332081202,0.0945406741544317,-0.000594026552248863,0.244179812283169,0.0790212975355841,0.107770838325023,0.00658435304240194,-0.0914783979612596,-0.131476301845692,0.209795181657598
"10",0.0384222289692377,0.120317007915659,0.114408299978426,0.0315063846280947,-0.0219296684211212,0.100043079867796,0.158570586851829,0.123054601830825,0.156937188179898,1,0.149974614369052,0.18884918015385,-0.0039741399317588,0.132758403714001,0.162677557780396,0.181175814393258,0.115769250908203,0.0490209675362196,0.0406349383014792,0.0936905575615672,0.0118978504786473,0.0752272035663282,-0.0269713064089149,-0.0435410170748857,0.0193828762378843,-0.0634653632774566,0.0508062646108738,0.0790086561806716,0.0272966299799804,-0.047427620958236,0.0134592379337151,0.0193828762378842,-0.0467366509422096,0.034816759317185,-0.00836196066430532
